-0.65658,0.91287,-1.3681,-0.45581,0.50843,-1.4209,1.0632,-0.96267,0.55753,0
0.33174,-0.91287,0.5313,0.41327,0.50843,1.2883,-0.93728,-0.13088,0.55753,1
-0.65658,0.91287,-0.4184,1.2824,0.50843,-0.06631,1.0632,-0.13088,-1.7874,0
-1.6449,0.91287,0.5313,-0.45581,0.50843,-0.06631,-0.93728,-0.96267,0.55753,0
-1.6449,0.91287,-0.4184,0.41327,0.50843,-0.06631,1.0632,2.3645,0.55753,0
0.33174,0.91287,-1.3681,0.41327,0.50843,-1.4209,1.0632,-0.96267,0.55753,0
1.3201,-0.91287,0.056451,0.41327,0.50843,-0.06631,1.0632,0.70092,0.55753,1
0.33174,-0.91287,-0.89325,-0.45581,0.50843,-0.06631,1.0632,-0.13088,0.55753,0
-0.65658,0.91287,-0.89325,-0.45581,0.50843,-0.06631,-0.93728,-0.96267,0.55753,1
1.3201,-0.91287,0.5313,-0.45581,0.50843,-0.06631,-0.93728,-0.13088,0.55753,0
2.3084,-0.91287,-1.3681,-0.45581,0.50843,-0.06631,-0.93728,2.3645,0.55753,0
0.33174,0.91287,0.056451,-0.45581,0.50843,-1.4209,-0.93728,-0.13088,0.55753,0
0.33174,0.91287,0.056451,-0.45581,0.50843,-0.06631,-0.93728,0.70092,0.55753,1
-1.6449,0.91287,0.056451,1.2824,-1.5112,1.2883,-0.93728,1.5327,-1.7874,1
0.33174,0.91287,0.056451,-0.45581,0.50843,-0.06631,-0.93728,0.70092,0.55753,1
-0.65658,0.91287,-0.89325,3.0205,0.50843,1.2883,1.0632,1.5327,-1.7874,0
-1.6449,-2.7386,-0.89325,-0.45581,0.50843,1.2883,1.0632,-0.96267,0.55753,0
0.33174,0.91287,0.056451,-0.45581,0.50843,-0.06631,-0.93728,-0.13088,0.55753,0
-0.65658,0.91287,-2.3178,-0.45581,0.50843,1.2883,-0.93728,2.3645,0.55753,0
-0.65658,0.91287,1.481,-0.45581,0.50843,-1.4209,-0.93728,-0.13088,0.55753,1
1.3201,-2.7386,0.5313,-0.45581,0.50843,-1.4209,-0.93728,-0.13088,0.55753,0
1.3201,-0.91287,-0.89325,-0.45581,0.50843,-0.06631,-0.93728,-0.13088,0.55753,0
-0.65658,0.91287,1.0062,-0.45581,-1.5112,1.2883,1.0632,-0.96267,-1.7874,0
-0.65658,0.91287,-1.3681,-0.45581,0.50843,-0.06631,-0.93728,-0.13088,-1.7874,0
-0.65658,0.91287,0.5313,-0.45581,0.50843,-1.4209,1.0632,-0.96267,0.55753,0
1.3201,-0.91287,-0.89325,-0.45581,0.50843,-0.06631,1.0632,-0.96267,0.55753,0
0.33174,-0.91287,2.4307,-0.45581,0.50843,-1.4209,1.0632,0.70092,0.55753,0
0.33174,-0.91287,-0.4184,-0.45581,0.50843,-1.4209,1.0632,-0.13088,0.55753,0
0.33174,0.91287,0.056451,-0.45581,0.50843,-0.06631,1.0632,1.5327,0.55753,0
-0.65658,0.91287,1.481,-0.45581,0.50843,-0.06631,1.0632,-0.13088,0.55753,0
-0.65658,0.91287,0.5313,3.0205,-1.5112,1.2883,-0.93728,-0.96267,-1.7874,1
-1.6449,0.91287,0.5313,0.41327,0.50843,1.2883,1.0632,-0.96267,-1.7874,1
0.33174,0.91287,0.056451,-0.45581,-1.5112,-0.06631,-0.93728,-0.96267,0.55753,0
-0.65658,0.91287,0.056451,-0.45581,0.50843,-0.06631,1.0632,-0.96267,0.55753,0
-0.65658,0.91287,0.056451,-0.45581,0.50843,-0.06631,1.0632,-0.13088,0.55753,1
-0.65658,0.91287,0.5313,-0.45581,0.50843,1.2883,-0.93728,-0.96267,0.55753,0
-0.65658,0.91287,-1.3681,-0.45581,0.50843,-0.06631,-0.93728,-0.96267,0.55753,0
